Level,Teritorija,Starost,Spol,Ukupno,Ne školuje se ,Predškolsko obrazovanje  ,Osnovna škola  ,Srednja škola  ,Specijalizacija poslije srednje škole  ,Viša škola ,Stari program - Osnovne akademske studije,Stari program - Specijalističke studije,Stari program - Magistarske studije,Stari program - Doktorske studije,Program po Bolonji - Studij I ciklusa,Program po Bolonji - Studij II ciklusa,Program po Bolonji - Studij integrisanog I i II ciklusa,Program po Bolonji - Studij III ciklusa,,,
3,VAREŠ,15,"Ženski/ 
Female",47,1,-,3,43,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,16,"Ukupno/ 
Total",106,3,-,-,103,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,16,"Muški/ 
Male",55,3,-,-,52,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,16,"Ženski/ 
Female",51,-,-,-,51,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,17,"Ukupno/ 
Total",141,15,-,-,126,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,17,"Muški/ 
Male",79,8,-,-,71,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,17,"Ženski/ 
Female",62,7,-,-,55,-,-,-,-,-,-,-,-,-,-,,,
3,VAREŠ,18,"Ukupno/ 
Total",135,39,-,1,71,-,1,1,-,-,-,22,-,-,-,,,
3,VAREŠ,18,"Muški/ 
Male",69,27,-,-,34,-,1,-,-,-,-,7,-,-,-,,,
3,VAREŠ,18,"Ženski/ 
Female",66,12,-,1,37,-,-,1,-,-,-,15,-,-,-,,,
3,VAREŠ,19,"Ukupno/ 
Total",93,55,-,-,1,-,1,2,-,-,-,34,-,-,-,,,
3,VAREŠ,19,"Muški/ 
Male",47,29,-,-,-,-,-,2,-,-,-,16,-,-,-,,,
3,VAREŠ,19,"Ženski/ 
Female",46,26,-,-,1,-,1,-,-,-,-,18,-,-,-,,,
3,VAREŠ,20,"Ukupno/ 
Total",77,51,-,-,1,-,-,3,-,-,-,21,-,1,-,,,
3,VAREŠ,20,"Muški/ 
Male",45,34,-,-,-,-,-,-,-,-,-,11,-,-,-,,,
3,VAREŠ,20,"Ženski/ 
Female",32,17,-,-,1,-,-,3,-,-,-,10,-,1,-,,,
3,VAREŠ,21,"Ukupno/ 
Total",95,60,-,-,-,2,3,2,-,1,-,25,1,1,-,,,
3,VAREŠ,21,"Muški/ 
Male",46,36,-,-,-,1,1,-,-,-,-,7,-,1,-,,,
3,VAREŠ,21,"Ženski/ 
Female",49,24,-,-,-,1,2,2,-,1,-,18,1,-,-,,,
3,VAREŠ,22,"Ukupno/ 
Total",114,77,-,-,1,1,2,3,-,1,-,25,4,-,-,,,
3,VAREŠ,22,"Muški/ 
Male",61,46,-,-,1,-,1,1,-,1,-,10,1,-,-,,,
3,VAREŠ,22,"Ženski/ 
Female",53,31,-,-,-,1,1,2,-,-,-,15,3,-,-,,,
3,VAREŠ,23,"Ukupno/ 
Total",125,85,-,-,-,1,-,4,-,2,-,17,14,2,-,,,
3,VAREŠ,23,"Muški/ 
Male",63,47,-,-,-,1,-,1,-,1,-,6,6,1,-,,,
3,VAREŠ,23,"Ženski/ 
Female",62,38,-,-,-,-,-,3,-,1,-,11,8,1,-,,,
3,VAREŠ,24,"Ukupno/ 
Total",103,71,-,-,-,-,1,2,-,1,2,13,13,-,-,,,
3,VAREŠ,24,"Muški/ 
Male",58,43,-,-,-,-,-,2,-,-,1,6,6,-,-,,,
3,VAREŠ,24,"Ženski/ 
Female",45,28,-,-,-,-,1,-,-,1,1,7,7,-,-,,,
3,VAREŠ,25-29,"Ukupno/ 
Total",523,459,-,-,1,1,2,7,1,3,2,20,23,2,2,,,
3,VAREŠ,25-29,"Muški/ 
Male",295,264,-,-,-,1,-,2,-,-,1,11,14,1,1,,,
3,VAREŠ,25-29,"Ženski/ 
Female",228,195,-,-,1,-,2,5,1,3,1,9,9,1,1,,,
3,VAREŠ,30-34,"Ukupno/ 
Total",451,423,-,-,-,2,2,10,1,6,-,5,1,1,-,,,
3,VAREŠ,30-34,"Muški/ 
Male",247,231,-,-,-,-,2,6,1,4,-,2,-,1,-,,,
3,VAREŠ,30-34,"Ženski/ 
Female",204,192,-,-,-,2,-,4,-,2,-,3,1,-,-,,,
3,VAREŠ,35-39,"Ukupno/ 
Total",496,479,-,1,3,1,-,2,1,-,1,5,3,-,-,,,
3,VAREŠ,35-39,"Muški/ 
Male",255,244,-,-,2,1,-,2,1,-,1,3,1,-,-,,,
3,VAREŠ,35-39,"Ženski/ 
Female",241,235,-,1,1,-,-,-,-,-,-,2,2,-,-,,,
3,VAREŠ,40-44,"Ukupno/ 
Total",580,570,-,-,-,-,1,2,-,2,1,2,2,-,-,,,
3,VAREŠ,40-44,"Muški/ 
Male",291,283,-,-,-,-,1,2,-,2,1,2,-,-,-,,,
3,VAREŠ,40-44,"Ženski/ 
Female",289,287,-,-,-,-,-,-,-,-,-,-,2,-,-,,,
3,VAREŠ,45-49,"Ukupno/ 
Total",694,688,-,-,1,2,-,1,-,1,-,-,1,-,-,,,
3,VAREŠ,45-49,"Muški/ 
Male",349,345,-,-,-,2,-,-,-,1,-,-,1,-,-,,,
3,VAREŠ,45-49,"Ženski/ 
Female",345,343,-,-,1,-,-,1,-,-,-,-,-,-,-,,,
3,VAREŠ,"50 i više/ 
50 and over","Ukupno/ 
Total",4114,4107,-,2,2,1,-,-,-,2,-,-,-,-,-,,,
3,VAREŠ,"50 i više/ 
50 and over","Muški/ 
Male",1864,1861,-,1,-,1,-,-,-,1,-,-,-,-,-,,,
3,VAREŠ,"50 i više/ 
50 and over","Ženski/ 
Female",2250,2246,-,1,2,-,-,-,-,1,-,-,-,-,-,,,
3,VISOKO,"Ukupno/ 
Total","Ukupno/ 
Total",39938,31817,133,4057,1905,33,54,211,32,105,20,1161,346,31,33,,,
3,VISOKO,"Ukupno/ 
Total","Muški/ 
Male",19705,15618,67,2122,969,21,25,102,14,59,14,544,118,13,19,,,
3,VISOKO,"Ukupno/ 
Total","Ženski/ 
Female",20233,16199,66,1935,936,12,29,109,18,46,6,617,228,18,14,,,
3,VISOKO,0 - 2,"Ukupno/ 
Total",1344,1344,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,0 - 2,"Muški/ 
Male",697,697,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,0 - 2,"Ženski/ 
Female",647,647,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,3,"Ukupno/ 
Total",477,437,40,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,3,"Muški/ 
Male",228,208,20,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,3,"Ženski/ 
Female",249,229,20,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,4,"Ukupno/ 
Total",488,454,34,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,4,"Muški/ 
Male",253,234,19,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,4,"Ženski/ 
Female",235,220,15,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,5,"Ukupno/ 
Total",511,412,54,45,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,5,"Muški/ 
Male",255,211,24,20,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,5,"Ženski/ 
Female",256,201,30,25,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,6,"Ukupno/ 
Total",478,33,5,440,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,6,"Muški/ 
Male",249,13,4,232,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,6,"Ženski/ 
Female",229,20,1,208,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,7,"Ukupno/ 
Total",446,11,-,435,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,7,"Muški/ 
Male",228,4,-,224,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,7,"Ženski/ 
Female",218,7,-,211,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,8,"Ukupno/ 
Total",464,12,-,452,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,8,"Muški/ 
Male",233,8,-,225,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,8,"Ženski/ 
Female",231,4,-,227,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,9,"Ukupno/ 
Total",432,15,-,417,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,9,"Muški/ 
Male",223,7,-,216,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,9,"Ženski/ 
Female",209,8,-,201,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,10,"Ukupno/ 
Total",443,7,-,436,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,10,"Muški/ 
Male",237,3,-,234,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,10,"Ženski/ 
Female",206,4,-,202,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,11,"Ukupno/ 
Total",409,12,-,397,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,11,"Muški/ 
Male",211,4,-,207,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,11,"Ženski/ 
Female",198,8,-,190,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,12,"Ukupno/ 
Total",473,8,-,465,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,12,"Muški/ 
Male",241,4,-,237,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,12,"Ženski/ 
Female",232,4,-,228,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,13,"Ukupno/ 
Total",493,11,-,482,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,13,"Muški/ 
Male",261,2,-,259,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,13,"Ženski/ 
Female",232,9,-,223,-,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,14,"Ukupno/ 
Total",506,11,-,431,64,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,14,"Muški/ 
Male",279,6,-,236,37,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,14,"Ženski/ 
Female",227,5,-,195,27,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,15,"Ukupno/ 
Total",474,21,-,32,421,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,15,"Muški/ 
Male",244,10,-,19,215,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,15,"Ženski/ 
Female",230,11,-,13,206,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,16,"Ukupno/ 
Total",582,33,-,11,538,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,16,"Muški/ 
Male",297,12,-,8,277,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,16,"Ženski/ 
Female",285,21,-,3,261,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,17,"Ukupno/ 
Total",684,91,-,4,588,1,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,17,"Muški/ 
Male",353,58,-,3,292,-,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,17,"Ženski/ 
Female",331,33,-,1,296,1,-,-,-,-,-,-,-,-,-,,,
3,VISOKO,18,"Ukupno/ 
Total",599,232,-,1,253,2,1,4,-,-,-,104,-,2,-,,,
3,VISOKO,18,"Muški/ 
Male",307,131,-,-,123,-,-,2,-,-,-,50,-,1,-,,,
3,VISOKO,18,"Ženski/ 
Female",292,101,-,1,130,2,1,2,-,-,-,54,-,1,-,,,
3,VISOKO,19,"Ukupno/ 
Total",489,266,-,1,14,3,10,12,-,-,-,180,-,3,-,,,
3,VISOKO,19,"Muški/ 
Male",272,174,-,1,8,2,4,2,-,-,-,80,-,1,-,,,
3,VISOKO,19,"Ženski/ 
Female",217,92,-,-,6,1,6,10,-,-,-,100,-,2,-,,,
3,VISOKO,20,"Ukupno/ 
Total",464,250,-,1,-,3,1,13,-,2,-,189,1,4,-,,,
3,VISOKO,20,"Muški/ 
Male",239,144,-,1,-,1,-,8,-,1,-,83,-,1,-,,,
3,VISOKO,20,"Ženski/ 
Female",225,106,-,-,-,2,1,5,-,1,-,106,1,3,-,,,
3,VISOKO,21,"Ukupno/ 
Total",526,322,-,-,2,3,-,9,1,5,-,159,22,3,-,,,
3,VISOKO,21,"Muški/ 
Male",269,183,-,-,1,2,-,5,-,5,-,68,4,1,-,,,
3,VISOKO,21,"Ženski/ 
Female",257,139,-,-,1,1,-,4,1,-,-,91,18,2,-,,,
3,VISOKO,22,"Ukupno/ 
Total",606,387,-,-,3,-,8,7,1,4,2,149,42,1,2,,,
3,VISOKO,22,"Muški/ 
Male",298,203,-,-,-,-,5,1,1,2,1,71,12,1,1,,,
3,VISOKO,22,"Ženski/ 
Female",308,184,-,-,3,-,3,6,-,2,1,78,30,-,1,,,
3,VISOKO,23,"Ukupno/ 
Total",570,380,-,-,1,2,2,10,1,9,-,99,58,6,2,,,
3,VISOKO,23,"Muški/ 
Male",280,201,-,-,1,2,-,6,1,3,-,48,13,4,1,,,
3,VISOKO,23,"Ženski/ 
Female",290,179,-,-,-,-,2,4,-,6,-,51,45,2,1,,,
3,VISOKO,24,"Ukupno/ 
Total",586,420,-,-,2,-,2,10,1,11,2,66,67,-,5,,,
3,VISOKO,24,"Muški/ 
Male",306,237,-,-,2,-,-,4,-,4,2,34,21,-,2,,,
3,VISOKO,24,"Ženski/ 
Female",280,183,-,-,-,-,2,6,1,7,-,32,46,-,3,,,
3,VISOKO,25-29,"Ukupno/ 
Total",2935,2572,-,2,4,7,7,57,6,27,3,131,101,7,11,,,
3,VISOKO,25-29,"Muški/ 
Male",1448,1273,-,-,3,5,4,26,2,16,3,68,40,2,6,,,
3,VISOKO,25-29,"Ženski/ 
Female",1487,1299,-,2,1,2,3,31,4,11,-,63,61,5,5,,,
3,VISOKO,30-34,"Ukupno/ 
Total",2910,2711,-,-,2,2,11,60,10,24,2,50,30,2,6,,,
3,VISOKO,30-34,"Muški/ 
Male",1483,1377,-,-,1,2,3,32,3,16,-,28,16,2,3,,,
3,VISOKO,30-34,"Ženski/ 
Female",1427,1334,-,-,1,-,8,28,7,8,2,22,14,-,3,,,
3,VISOKO,35-39,"Ukupno/ 
Total",2866,2769,-,2,6,3,4,19,7,12,6,17,15,-,6,,,
3,VISOKO,35-39,"Muški/ 
Male",1461,1409,-,-,5,3,2,12,4,7,4,3,6,-,6,,,
3,VISOKO,35-39,"Ženski/ 
Female",1405,1360,-,2,1,-,2,7,3,5,2,14,9,-,-,,,
3,VISOKO,40-44,"Ukupno/ 
Total",2759,2720,-,1,2,2,1,6,1,7,2,10,6,-,1,,,
3,VISOKO,40-44,"Muški/ 
Male",1386,1365,-,-,2,2,-,2,1,4,1,6,3,-,-,,,
3,VISOKO,40-44,"Ženski/ 
Female",1373,1355,-,1,-,-,1,4,-,3,1,4,3,-,1,,,
3,VISOKO,45-49,"Ukupno/ 
Total",2861,2840,-,-,2,2,1,4,1,1,2,2,3,3,-,,,
3,VISOKO,45-49,"Muški/ 
Male",1386,1376,-,-,2,-,1,2,-,-,2,1,2,-,-,,,
3,VISOKO,45-49,"Ženski/ 
Female",1475,1464,-,-,-,2,-,2,1,1,-,1,1,3,-,,,
3,VISOKO,"50 i više/ 
50 and over","Ukupno/ 
Total",13063,13036,-,2,3,3,6,-,3,3,1,5,1,-,-,,,
3,VISOKO,"50 i više/ 
50 and over","Muški/ 
Male",6081,6064,-,-,-,2,6,-,2,1,1,4,1,-,-,,,
3,VISOKO,"50 i više/ 
50 and over","Ženski/ 
Female",6982,6972,-,2,3,1,-,-,1,2,-,1,-,-,-,,,
3,ZAVIDOVIĆI,"Ukupno/ 
Total","Ukupno/ 
Total",35988,28988,166,3618,1975,51,140,222,19,82,5,589,95,29,9,,,
3,ZAVIDOVIĆI,"Ukupno/ 
Total","Muški/ 
Male",17883,14291,84,1817,1053,27,77,114,9,43,2,297,54,10,5,,,
3,ZAVIDOVIĆI,"Ukupno/ 
Total","Ženski/ 
Female",18105,14697,82,1801,922,24,63,108,10,39,3,292,41,19,4,,,
3,ZAVIDOVIĆI,0 - 2,"Ukupno/ 
Total",1116,1116,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,0 - 2,"Muški/ 
Male",568,568,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,0 - 2,"Ženski/ 
Female",548,548,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,3,"Ukupno/ 
Total",411,365,46,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,3,"Muški/ 
Male",195,173,22,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,3,"Ženski/ 
Female",216,192,24,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,4,"Ukupno/ 
Total",478,426,52,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,4,"Muški/ 
Male",250,221,29,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,4,"Ženski/ 
Female",228,205,23,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,5,"Ukupno/ 
Total",419,341,61,17,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,5,"Muški/ 
Male",215,181,29,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,5,"Ženski/ 
Female",204,160,32,12,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,6,"Ukupno/ 
Total",425,37,7,381,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,6,"Muški/ 
Male",219,20,4,195,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,6,"Ženski/ 
Female",206,17,3,186,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,7,"Ukupno/ 
Total",385,8,-,377,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,7,"Muški/ 
Male",188,3,-,185,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,7,"Ženski/ 
Female",197,5,-,192,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,8,"Ukupno/ 
Total",389,12,-,377,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,8,"Muški/ 
Male",196,8,-,188,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,8,"Ženski/ 
Female",193,4,-,189,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,9,"Ukupno/ 
Total",379,9,-,370,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,9,"Muški/ 
Male",186,5,-,181,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,9,"Ženski/ 
Female",193,4,-,189,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,10,"Ukupno/ 
Total",393,5,-,388,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,10,"Muški/ 
Male",197,2,-,195,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,10,"Ženski/ 
Female",196,3,-,193,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,11,"Ukupno/ 
Total",399,9,-,390,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,11,"Muški/ 
Male",204,6,-,198,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,11,"Ženski/ 
Female",195,3,-,192,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,12,"Ukupno/ 
Total",403,10,-,393,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,12,"Muški/ 
Male",204,7,-,197,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,12,"Ženski/ 
Female",199,3,-,196,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,13,"Ukupno/ 
Total",455,13,-,442,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,13,"Muški/ 
Male",248,10,-,238,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,13,"Ženski/ 
Female",207,3,-,204,-,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,14,"Ukupno/ 
Total",423,6,-,386,31,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,14,"Muški/ 
Male",208,3,-,190,15,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,14,"Ženski/ 
Female",215,3,-,196,16,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,15,"Ukupno/ 
Total",528,17,-,76,435,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,15,"Muški/ 
Male",260,8,-,37,215,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,15,"Ženski/ 
Female",268,9,-,39,220,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,16,"Ukupno/ 
Total",608,29,-,5,574,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,16,"Muški/ 
Male",339,13,-,1,325,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,16,"Ženski/ 
Female",269,16,-,4,249,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,17,"Ukupno/ 
Total",737,130,-,3,601,1,1,-,-,-,-,1,-,-,-,,,
3,ZAVIDOVIĆI,17,"Muški/ 
Male",404,65,-,2,337,-,-,-,-,-,-,-,-,-,-,,,
3,ZAVIDOVIĆI,17,"Ženski/ 
Female",333,65,-,1,264,1,1,-,-,-,-,1,-,-,-,,,
3,ZAVIDOVIĆI,18,"Ukupno/ 
Total",619,271,-,2,279,3,11,5,-,-,-,46,-,2,-,,,
3,ZAVIDOVIĆI,18,"Muški/ 
Male",296,137,-,-,133,2,5,2,-,-,-,16,-,1,-,,,
3,ZAVIDOVIĆI,18,"Ženski/ 
Female",323,134,-,2,146,1,6,3,-,-,-,30,-,1,-,,,
3,ZAVIDOVIĆI,19,"Ukupno/ 
Total",427,286,-,-,18,7,21,17,-,-,-,75,-,3,-,,,
3,ZAVIDOVIĆI,19,"Muški/ 
Male",246,180,-,-,14,4,8,6,-,-,-,33,-,1,-,,,
3,ZAVIDOVIĆI,19,"Ženski/ 
Female",181,106,-,-,4,3,13,11,-,-,-,42,-,2,-,,,
3,ZAVIDOVIĆI,20,"Ukupno/ 
Total",405,267,-,-,7,8,11,10,1,2,-,91,5,3,-,,,
3,ZAVIDOVIĆI,20,"Muški/ 
Male",211,152,-,-,3,3,5,7,1,1,-,37,2,-,-,,,
3,ZAVIDOVIĆI,20,"Ženski/ 
Female",194,115,-,-,4,5,6,3,-,1,-,54,3,3,-,,,
3,ZAVIDOVIĆI,21,"Ukupno/ 
Total",474,329,-,-,6,8,20,18,-,1,-,83,7,2,-,,,
3,ZAVIDOVIĆI,21,"Muški/ 
Male",254,175,-,-,2,5,12,9,-,-,-,47,4,-,-,,,
3,ZAVIDOVIĆI,21,"Ženski/ 
Female",220,154,-,-,4,3,8,9,-,1,-,36,3,2,-,,,
3,ZAVIDOVIĆI,22,"Ukupno/ 
Total",511,369,-,-,2,-,15,24,2,5,-,78,10,5,1,,,
3,ZAVIDOVIĆI,22,"Muški/ 
Male",255,191,-,-,1,-,7,9,-,3,-,39,3,2,-,,,
3,ZAVIDOVIĆI,22,"Ženski/ 
Female",256,178,-,-,1,-,8,15,2,2,-,39,7,3,1,,,
3,ZAVIDOVIĆI,23,"Ukupno/ 
Total",554,426,-,-,1,4,11,22,-,10,-,57,19,2,2,,,
3,ZAVIDOVIĆI,23,"Muški/ 
Male",281,210,-,-,1,2,8,15,-,3,-,29,12,-,1,,,
3,ZAVIDOVIĆI,23,"Ženski/ 
Female",273,216,-,-,-,2,3,7,-,7,-,28,7,2,1,,,
3,ZAVIDOVIĆI,24,"Ukupno/ 
Total",559,454,-,-,1,2,7,14,1,7,-,50,14,4,5,,,
3,ZAVIDOVIĆI,24,"Muški/ 
Male",293,233,-,-,-,1,5,2,1,3,-,33,10,2,3,,,
3,ZAVIDOVIĆI,24,"Ženski/ 
Female",266,221,-,-,1,1,2,12,-,4,-,17,4,2,2,,,
3,ZAVIDOVIĆI,25-29,"Ukupno/ 
Total",2702,2458,-,3,5,8,20,65,3,27,1,78,29,5,-,,,
3,ZAVIDOVIĆI,25-29,"Muški/ 
Male",1413,1272,-,-,3,4,15,42,-,13,-,47,16,1,-,,,
3,ZAVIDOVIĆI,25-29,"Ženski/ 
Female",1289,1186,-,3,2,4,5,23,3,14,1,31,13,4,-,,,
3,ZAVIDOVIĆI,30-34,"Ukupno/ 
Total",2462,2378,-,-,1,3,9,30,9,12,-,16,2,2,-,,,
3,ZAVIDOVIĆI,30-34,"Muški/ 
Male",1260,1214,-,-,-,1,3,16,6,8,-,9,1,2,-,,,
3,ZAVIDOVIĆI,30-34,"Ženski/ 
Female",1202,1164,-,-,1,2,6,14,3,4,-,7,1,-,-,,,
3,ZAVIDOVIĆI,35-39,"Ukupno/ 
Total",2621,2569,-,-,4,3,8,11,3,5,2,9,7,-,-,,,
3,ZAVIDOVIĆI,35-39,"Muški/ 
Male",1331,1304,-,-,-,2,6,5,1,3,1,4,5,-,-,,,
3,ZAVIDOVIĆI,35-39,"Ženski/ 
Female",1290,1265,-,-,4,1,2,6,2,2,1,5,2,-,-,,,
3,ZAVIDOVIĆI,40-44,"Ukupno/ 
Total",2569,2549,-,4,3,2,3,2,-,3,1,1,1,-,-,,,
3,ZAVIDOVIĆI,40-44,"Muški/ 
Male",1240,1229,-,2,1,2,1,1,-,1,1,1,1,-,-,,,
3,ZAVIDOVIĆI,40-44,"Ženski/ 
Female",1329,1320,-,2,2,-,2,1,-,2,-,-,-,-,-,,,
3,ZAVIDOVIĆI,45-49,"Ukupno/ 
Total",2761,2742,-,2,3,2,1,1,-,4,1,3,-,1,1,,,
3,ZAVIDOVIĆI,45-49,"Muški/ 
Male",1367,1355,-,2,1,1,-,-,-,4,-,2,-,1,1,,,
3,ZAVIDOVIĆI,45-49,"Ženski/ 
Female",1394,1387,-,-,2,1,1,1,-,-,1,1,-,-,-,,,
3,ZAVIDOVIĆI,"50 i više/ 
50 and over","Ukupno/ 
Total",11376,11357,-,2,4,-,2,3,-,6,-,1,1,-,-,,,
3,ZAVIDOVIĆI,"50 i više/ 
50 and over","Muški/ 
Male",5355,5346,-,1,2,-,2,-,-,4,-,-,-,-,-,,,
3,ZAVIDOVIĆI,"50 i više/ 
50 and over","Ženski/ 
Female",6021,6011,-,1,2,-,-,3,-,2,-,1,1,-,-,,,
3,ZENICA,"Ukupno/ 
Total","Ukupno/ 
Total",110663,88166,452,10388,5792,158,290,802,73,506,115,3153,598,84,86,,,
3,ZENICA,"Ukupno/ 
Total","Muški/ 
Male",54660,43386,226,5263,2989,108,149,384,28,239,66,1471,271,34,46,,,
3,ZENICA,"Ukupno/ 
Total","Ženski/ 
Female",56003,44780,226,5125,2803,50,141,418,45,267,49,1682,327,50,40,,,
3,ZENICA,0 - 2,"Ukupno/ 
Total",3536,3536,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
